dataset,weighting_scheme,model_a,model_b,comparison_type,mean,ci_lo,ci_hi,cohens_d,effect_size_kind,p_value,n_bootstrap,notes,p_holm,rejected_holm
acs_income,transparency_heavy,LogisticRegression,KNeighborsClassifier,separability_gap,2.1,1.4,2.75,1.3525812295506512,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,transparency_heavy,LogisticRegression,MLPClassifier,separability_gap,2.0,1.4,2.6,1.4529663145135578,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,transparency_heavy,LogisticRegression,XGBClassifier,separability_gap,-1.75,-2.2,-1.3,-1.5652475842498528,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,transparency_heavy,MLPClassifier,GradientBoostingClassifier,separability_gap,-3.4,-4.25,-2.55,-1.6911226547277205,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,transparency_heavy,MLPClassifier,KNeighborsClassifier,separability_gap,0.1,-0.9,1.0,0.044076527611627586,cohens_d,0.8532,10000,model_b effectively deterministic across seeds (sd=0),1.0,False
acs_income,transparency_heavy,MLPClassifier,XGBClassifier,separability_gap,-3.75,-4.55,-3.0,-2.047236300622924,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,transparency_heavy,RandomForestClassifier,GradientBoostingClassifier,separability_gap,-1.95,-2.65,-1.25,-1.190801348182874,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,transparency_heavy,RandomForestClassifier,KNeighborsClassifier,separability_gap,1.55,0.85,2.2,0.9465344049658745,cohens_d,0.0002,10000,model_b effectively deterministic across seeds (sd=0),0.040400000000000005,True
acs_income,transparency_heavy,RandomForestClassifier,LogisticRegression,separability_gap,-0.55,-1.05,-0.05,-0.4618065678641319,cohens_d,0.0418,10000,model_b effectively deterministic across seeds (sd=0),1.0,False
acs_income,transparency_heavy,RandomForestClassifier,MLPClassifier,separability_gap,1.45,0.45,2.4,0.6555715613735577,cohens_d,0.0026,10000,model_b effectively deterministic across seeds (sd=0),0.4134,False
acs_income,transparency_heavy,RandomForestClassifier,XGBClassifier,separability_gap,-2.3,-3.05,-1.5,-1.2512299245092962,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,transparency_heavy,XGBClassifier,GradientBoostingClassifier,separability_gap,0.35,-0.3,1.1,0.2065605909336437,cohens_d,0.3948,10000,model_b effectively deterministic across seeds (sd=0),1.0,False
acs_income,transparency_heavy,XGBClassifier,KNeighborsClassifier,separability_gap,3.85,3.1,4.5,2.272166500270081,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,voice_heavy,GradientBoostingClassifier,KNeighborsClassifier,procedural_gap,-0.04338793975190262,-0.05576847496308024,-0.03022760453606743,-1.4726110759343538,cohens_d,0.0,10000,,0.0,True
acs_income,voice_heavy,LogisticRegression,GradientBoostingClassifier,procedural_gap,0.0594858527055136,0.05204132275777571,0.06681551038009449,3.3997225323107165,cohens_d,0.0,10000,,0.0,True
acs_income,voice_heavy,LogisticRegression,KNeighborsClassifier,procedural_gap,0.01609791295361098,0.006089034980629991,0.026810980028382125,0.6747162437179134,cohens_d,0.001,10000,,0.178,False
